time pstate1 pstate2 pstate3 pstate4 surv treat
12.9083333333333 0 0.0822 0.8274 0.0904 0.0822 0
12.91 0 0.0822 0.8274 0.0904 0.0822 0
12.9116666666667 0 0.0822 0.8274 0.0904 0.0822 0
12.9133333333333 0 0.0822 0.8274 0.0904 0.0822 0
12.915 0 0.0822 0.8274 0.0904 0.0822 0
12.9166666666667 0 0.0818 0.8278 0.0904 0.0818 0
12.9183333333333 0 0.0818 0.8278 0.0904 0.0818 0
12.92 0 0.0818 0.8278 0.0904 0.0818 0
12.9216666666667 0 0.0818 0.8278 0.0904 0.0818 0
12.9233333333333 0 0.0818 0.8278 0.0904 0.0818 0
12.925 0 0.0818 0.8278 0.0904 0.0818 0
12.9266666666667 0 0.0818 0.8278 0.0904 0.0818 0
12.9283333333333 0 0.0818 0.8278 0.0904 0.0818 0
12.93 0 0.0818 0.8278 0.0904 0.0818 0
12.9316666666667 0 0.0816 0.828 0.0904 0.0816 0
12.9333333333333 0 0.0816 0.828 0.0904 0.0816 0
12.935 0 0.0816 0.828 0.0904 0.0816 0
12.9366666666667 0 0.0816 0.828 0.0904 0.0816 0
12.9383333333333 0 0.0812 0.8284 0.0904 0.0812 0
12.94 0 0.0812 0.8284 0.0904 0.0812 0
12.9416666666667 0 0.0812 0.8284 0.0904 0.0812 0
12.9433333333333 0 0.0812 0.8284 0.0904 0.0812 0
12.945 0 0.0812 0.8284 0.0904 0.0812 0
12.9466666666667 0 0.0812 0.8284 0.0904 0.0812 0
12.9483333333333 0 0.0812 0.8284 0.0904 0.0812 0
12.95 0 0.0812 0.8284 0.0904 0.0812 0
12.9516666666667 0 0.0808 0.8288 0.0904 0.0808 0
12.9533333333333 0 0.0808 0.8288 0.0904 0.0808 0
12.955 0 0.0808 0.8288 0.0904 0.0808 0
12.9566666666667 0 0.0808 0.8288 0.0904 0.0808 0
12.9583333333333 0 0.0808 0.8288 0.0904 0.0808 0
12.96 0 0.0808 0.8288 0.0904 0.0808 0
12.9616666666667 0 0.0808 0.8288 0.0904 0.0808 0
12.9633333333333 0 0.0808 0.8288 0.0904 0.0808 0
12.965 0 0.0808 0.8288 0.0904 0.0808 0
12.9666666666667 0 0.0808 0.8288 0.0904 0.0808 0
12.9683333333333 0 0.0808 0.8288 0.0904 0.0808 0
12.97 0 0.0808 0.8288 0.0904 0.0808 0
12.9716666666667 0 0.0808 0.8288 0.0904 0.0808 0
12.9733333333333 0 0.0808 0.8288 0.0904 0.0808 0
12.975 0 0.0808 0.8288 0.0904 0.0808 0
12.9766666666667 0 0.0808 0.8288 0.0904 0.0808 0
12.9783333333333 0 0.0808 0.8288 0.0904 0.0808 0
12.98 0 0.0806 0.829 0.0904 0.0806 0
12.9816666666667 0 0.0806 0.829 0.0904 0.0806 0
12.9833333333333 0 0.0806 0.829 0.0904 0.0806 0
12.985 0 0.0806 0.829 0.0904 0.0806 0
12.9866666666667 0 0.0806 0.829 0.0904 0.0806 0
12.9883333333333 0 0.0806 0.829 0.0904 0.0806 0
12.99 0 0.0806 0.829 0.0904 0.0806 0
12.9916666666667 0 0.0806 0.829 0.0904 0.0806 0
12.9933333333333 0 0.0806 0.829 0.0904 0.0806 0
12.995 0 0.0806 0.829 0.0904 0.0806 0
12.9966666666667 0 0.0806 0.829 0.0904 0.0806 0
12.9983333333333 0 0.0806 0.829 0.0904 0.0806 0
13 0 0.0802 0.8294 0.0904 0.0802 0
13.0016666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0033333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.005 0 0.0802 0.8294 0.0904 0.0802 0
13.0066666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0083333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.01 0 0.0802 0.8294 0.0904 0.0802 0
13.0116666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0133333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.015 0 0.0802 0.8294 0.0904 0.0802 0
13.0166666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0183333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.02 0 0.0802 0.8294 0.0904 0.0802 0
13.0216666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0233333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.025 0 0.0802 0.8294 0.0904 0.0802 0
13.0266666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0283333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.03 0 0.0802 0.8294 0.0904 0.0802 0
13.0316666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0333333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.035 0 0.0802 0.8294 0.0904 0.0802 0
13.0366666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0383333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.04 0 0.0802 0.8294 0.0904 0.0802 0
13.0416666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0433333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.045 0 0.0802 0.8294 0.0904 0.0802 0
13.0466666666667 0 0.0802 0.8294 0.0904 0.0802 0
13.0483333333333 0 0.0802 0.8294 0.0904 0.0802 0
13.05 0 0.08 0.8296 0.0904 0.08 0
13.0516666666667 0 0.08 0.8296 0.0904 0.08 0
13.0533333333333 0 0.08 0.8296 0.0904 0.08 0
13.055 0 0.08 0.8296 0.0904 0.08 0
13.0566666666667 0 0.0798 0.8298 0.0904 0.0798 0
13.0583333333333 0 0.0798 0.8298 0.0904 0.0798 0
13.06 0 0.0798 0.8298 0.0904 0.0798 0
13.0616666666667 0 0.0798 0.8298 0.0904 0.0798 0
13.0633333333333 0 0.0798 0.8298 0.0904 0.0798 0
13.065 0 0.0798 0.8298 0.0904 0.0798 0
13.0666666666667 0 0.0798 0.8298 0.0904 0.0798 0
13.0683333333333 0 0.0798 0.8298 0.0904 0.0798 0
13.07 0 0.0798 0.8298 0.0904 0.0798 0
13.0716666666667 0 0.0798 0.8298 0.0904 0.0798 0
13.0733333333333 0 0.0798 0.8298 0.0904 0.0798 0
13.075 0 0.0796 0.83 0.0904 0.0796 0
13.0766666666667 0 0.0796 0.83 0.0904 0.0796 0
13.0783333333333 0 0.0796 0.83 0.0904 0.0796 0
13.08 0 0.0796 0.83 0.0904 0.0796 0
13.0816666666667 0 0.0796 0.83 0.0904 0.0796 0
13.0833333333333 0 0.079 0.8306 0.0904 0.079 0
13.085 0 0.079 0.8306 0.0904 0.079 0
13.0866666666667 0 0.079 0.8306 0.0904 0.079 0
13.0883333333333 0 0.079 0.8306 0.0904 0.079 0
13.09 0 0.079 0.8306 0.0904 0.079 0
13.0916666666667 0 0.0788 0.8308 0.0904 0.0788 0
13.0933333333333 0 0.0788 0.8308 0.0904 0.0788 0
13.095 0 0.0788 0.8308 0.0904 0.0788 0
13.0966666666667 0 0.0788 0.8308 0.0904 0.0788 0
13.0983333333333 0 0.0788 0.8308 0.0904 0.0788 0
13.1 0 0.0788 0.8308 0.0904 0.0788 0
13.1016666666667 0 0.0788 0.8308 0.0904 0.0788 0
13.1033333333333 0 0.0788 0.8308 0.0904 0.0788 0
13.105 0 0.0788 0.8308 0.0904 0.0788 0
13.1066666666667 0 0.0788 0.8308 0.0904 0.0788 0
13.1083333333333 0 0.0788 0.8308 0.0904 0.0788 0
13.11 0 0.0788 0.8308 0.0904 0.0788 0
13.1116666666667 0 0.0788 0.8308 0.0904 0.0788 0
13.1133333333333 0 0.0788 0.8308 0.0904 0.0788 0
13.115 0 0.0788 0.8308 0.0904 0.0788 0
13.1166666666667 0 0.0788 0.8308 0.0904 0.0788 0
13.1183333333333 0 0.0786 0.831 0.0904 0.0786 0
13.12 0 0.0786 0.831 0.0904 0.0786 0
13.1216666666667 0 0.0786 0.831 0.0904 0.0786 0
13.1233333333333 0 0.0786 0.831 0.0904 0.0786 0
13.125 0 0.0786 0.831 0.0904 0.0786 0
13.1266666666667 0 0.0786 0.831 0.0904 0.0786 0
13.1283333333333 0 0.0786 0.831 0.0904 0.0786 0
13.13 0 0.0786 0.831 0.0904 0.0786 0
13.1316666666667 0 0.0786 0.831 0.0904 0.0786 0
13.1333333333333 0 0.0786 0.831 0.0904 0.0786 0
13.135 0 0.0786 0.831 0.0904 0.0786 0
13.1366666666667 0 0.0786 0.831 0.0904 0.0786 0
13.1383333333333 0 0.0786 0.831 0.0904 0.0786 0
13.14 0 0.0786 0.831 0.0904 0.0786 0
13.1416666666667 0 0.0786 0.831 0.0904 0.0786 0
13.1433333333333 0 0.0786 0.831 0.0904 0.0786 0
13.145 0 0.0786 0.831 0.0904 0.0786 0
13.1466666666667 0 0.0784 0.8312 0.0904 0.0784 0
13.1483333333333 0 0.0784 0.8312 0.0904 0.0784 0
13.15 0 0.0784 0.8312 0.0904 0.0784 0
13.1516666666667 0 0.0784 0.8312 0.0904 0.0784 0
13.1533333333333 0 0.0782 0.8314 0.0904 0.0782 0
13.155 0 0.0782 0.8314 0.0904 0.0782 0
13.1566666666667 0 0.0782 0.8314 0.0904 0.0782 0
13.1583333333333 0 0.0782 0.8314 0.0904 0.0782 0
13.16 0 0.078 0.8316 0.0904 0.078 0
13.1616666666667 0 0.078 0.8316 0.0904 0.078 0
13.1633333333333 0 0.078 0.8316 0.0904 0.078 0
13.165 0 0.078 0.8316 0.0904 0.078 0
13.1666666666667 0 0.0776 0.832 0.0904 0.0776 0
13.1683333333333 0 0.0776 0.832 0.0904 0.0776 0
13.17 0 0.0776 0.832 0.0904 0.0776 0
13.1716666666667 0 0.0776 0.832 0.0904 0.0776 0
13.1733333333333 0 0.0776 0.832 0.0904 0.0776 0
13.175 0 0.0774 0.8322 0.0904 0.0774 0
13.1766666666667 0 0.0774 0.8322 0.0904 0.0774 0
13.1783333333333 0 0.0774 0.8322 0.0904 0.0774 0
13.18 0 0.0774 0.8322 0.0904 0.0774 0
13.1816666666667 0 0.0774 0.8322 0.0904 0.0774 0
13.1833333333333 0 0.0774 0.8322 0.0904 0.0774 0
13.185 0 0.0774 0.8322 0.0904 0.0774 0
13.1866666666667 0 0.0774 0.8322 0.0904 0.0774 0
13.1883333333333 0 0.0774 0.8322 0.0904 0.0774 0
13.19 0 0.0774 0.8322 0.0904 0.0774 0
13.1916666666667 0 0.0774 0.8322 0.0904 0.0774 0
13.1933333333333 0 0.0774 0.8322 0.0904 0.0774 0
13.195 0 0.0774 0.8322 0.0904 0.0774 0
13.1966666666667 0 0.0774 0.8322 0.0904 0.0774 0
13.1983333333333 0 0.0774 0.8322 0.0904 0.0774 0
13.2 0 0.0774 0.8322 0.0904 0.0774 0
13.2016666666667 0 0.0774 0.8322 0.0904 0.0774 0
13.2033333333333 0 0.0774 0.8322 0.0904 0.0774 0
13.205 0 0.0774 0.8322 0.0904 0.0774 0
13.2066666666667 0 0.0774 0.8322 0.0904 0.0774 0
13.2083333333333 0 0.0772 0.8324 0.0904 0.0772 0
13.21 0 0.0772 0.8324 0.0904 0.0772 0
13.2116666666667 0 0.077 0.8326 0.0904 0.077 0
13.2133333333333 0 0.077 0.8326 0.0904 0.077 0
13.215 0 0.077 0.8326 0.0904 0.077 0
13.2166666666667 0 0.077 0.8326 0.0904 0.077 0
13.2183333333333 0 0.077 0.8326 0.0904 0.077 0
13.22 0 0.077 0.8326 0.0904 0.077 0
13.2216666666667 0 0.077 0.8326 0.0904 0.077 0
13.2233333333333 0 0.077 0.8326 0.0904 0.077 0
13.225 0 0.077 0.8326 0.0904 0.077 0
13.2266666666667 0 0.077 0.8326 0.0904 0.077 0
13.2283333333333 0 0.077 0.8326 0.0904 0.077 0
13.23 0 0.077 0.8326 0.0904 0.077 0
13.2316666666667 0 0.077 0.8326 0.0904 0.077 0
13.2333333333333 0 0.077 0.8326 0.0904 0.077 0
13.235 0 0.077 0.8326 0.0904 0.077 0
13.2366666666667 0 0.077 0.8326 0.0904 0.077 0
13.2383333333333 0 0.077 0.8326 0.0904 0.077 0
13.24 0 0.077 0.8326 0.0904 0.077 0
13.2416666666667 0 0.077 0.8326 0.0904 0.077 0
13.2433333333333 0 0.0768 0.8328 0.0904 0.0768 0
13.245 0 0.0768 0.8328 0.0904 0.0768 0
13.2466666666667 0 0.0768 0.8328 0.0904 0.0768 0
13.2483333333333 0 0.0768 0.8328 0.0904 0.0768 0
13.25 0 0.0766 0.833 0.0904 0.0766 0
13.2516666666667 0 0.0766 0.833 0.0904 0.0766 0
13.2533333333333 0 0.0766 0.833 0.0904 0.0766 0
13.255 0 0.0766 0.833 0.0904 0.0766 0
13.2566666666667 0 0.0766 0.833 0.0904 0.0766 0
13.2583333333333 0 0.0766 0.833 0.0904 0.0766 0
13.26 0 0.0766 0.833 0.0904 0.0766 0
13.2616666666667 0 0.0766 0.833 0.0904 0.0766 0
13.2633333333333 0 0.0766 0.833 0.0904 0.0766 0
13.265 0 0.0766 0.833 0.0904 0.0766 0
13.2666666666667 0 0.0766 0.833 0.0904 0.0766 0
13.2683333333333 0 0.0766 0.833 0.0904 0.0766 0
13.27 0 0.0766 0.833 0.0904 0.0766 0
13.2716666666667 0 0.0766 0.833 0.0904 0.0766 0
13.2733333333333 0 0.0766 0.833 0.0904 0.0766 0
13.275 0 0.0766 0.833 0.0904 0.0766 0
13.2766666666667 0 0.0766 0.833 0.0904 0.0766 0
13.2783333333333 0 0.0764 0.8332 0.0904 0.0764 0
13.28 0 0.0764 0.8332 0.0904 0.0764 0
13.2816666666667 0 0.0764 0.8332 0.0904 0.0764 0
13.2833333333333 0 0.0764 0.8332 0.0904 0.0764 0
13.285 0 0.0764 0.8332 0.0904 0.0764 0
13.2866666666667 0 0.0764 0.8332 0.0904 0.0764 0
13.2883333333333 0 0.0764 0.8332 0.0904 0.0764 0
13.29 0 0.0764 0.8332 0.0904 0.0764 0
13.2916666666667 0 0.0764 0.8332 0.0904 0.0764 0
13.2933333333333 0 0.0764 0.8332 0.0904 0.0764 0
13.295 0 0.0764 0.8332 0.0904 0.0764 0
13.2966666666667 0 0.0764 0.8332 0.0904 0.0764 0
13.2983333333333 0 0.0764 0.8332 0.0904 0.0764 0
13.3 0 0.0764 0.8332 0.0904 0.0764 0
13.3016666666667 0 0.0764 0.8332 0.0904 0.0764 0
13.3033333333333 0 0.0764 0.8332 0.0904 0.0764 0
13.305 0 0.0764 0.8332 0.0904 0.0764 0
13.3066666666667 0 0.0762 0.8334 0.0904 0.0762 0
13.3083333333333 0 0.0762 0.8334 0.0904 0.0762 0
13.31 0 0.0762 0.8334 0.0904 0.0762 0
13.3116666666667 0 0.0762 0.8334 0.0904 0.0762 0
13.3133333333333 0 0.0762 0.8334 0.0904 0.0762 0
13.315 0 0.0762 0.8334 0.0904 0.0762 0
13.3166666666667 0 0.0762 0.8334 0.0904 0.0762 0
13.3183333333333 0 0.0762 0.8334 0.0904 0.0762 0
13.32 0 0.0762 0.8334 0.0904 0.0762 0
13.3216666666667 0 0.0762 0.8334 0.0904 0.0762 0
13.3233333333333 0 0.0762 0.8334 0.0904 0.0762 0
13.325 0 0.0762 0.8334 0.0904 0.0762 0
13.3266666666667 0 0.076 0.8336 0.0904 0.076 0
13.3283333333333 0 0.076 0.8336 0.0904 0.076 0
13.33 0 0.076 0.8336 0.0904 0.076 0
13.3316666666667 0 0.076 0.8336 0.0904 0.076 0
13.3333333333333 0 0.0758 0.8338 0.0904 0.0758 0
13.335 0 0.0758 0.8338 0.0904 0.0758 0
13.3366666666667 0 0.0758 0.8338 0.0904 0.0758 0
13.3383333333333 0 0.0758 0.8338 0.0904 0.0758 0
13.34 0 0.0758 0.8338 0.0904 0.0758 0
13.3416666666667 0 0.0758 0.8338 0.0904 0.0758 0
13.3433333333333 0 0.0758 0.8338 0.0904 0.0758 0
13.345 0 0.0758 0.8338 0.0904 0.0758 0
13.3466666666667 0 0.0758 0.8338 0.0904 0.0758 0
13.3483333333333 0 0.0758 0.8338 0.0904 0.0758 0
13.35 0 0.0758 0.8338 0.0904 0.0758 0
13.3516666666667 0 0.0758 0.8338 0.0904 0.0758 0
13.3533333333333 0 0.0758 0.8338 0.0904 0.0758 0
13.355 0 0.0758 0.8338 0.0904 0.0758 0
13.3566666666667 0 0.0758 0.8338 0.0904 0.0758 0
13.3583333333333 0 0.0758 0.8338 0.0904 0.0758 0
13.36 0 0.0758 0.8338 0.0904 0.0758 0
13.3616666666667 0 0.0756 0.834 0.0904 0.0756 0
13.3633333333333 0 0.0756 0.834 0.0904 0.0756 0
13.365 0 0.0756 0.834 0.0904 0.0756 0
13.3666666666667 0 0.0756 0.834 0.0904 0.0756 0
13.3683333333333 0 0.0756 0.834 0.0904 0.0756 0
13.37 0 0.0756 0.834 0.0904 0.0756 0
13.3716666666667 0 0.0756 0.834 0.0904 0.0756 0
13.3733333333333 0 0.0756 0.834 0.0904 0.0756 0
13.375 0 0.0756 0.834 0.0904 0.0756 0
13.3766666666667 0 0.0756 0.834 0.0904 0.0756 0
13.3783333333333 0 0.0756 0.834 0.0904 0.0756 0
13.38 0 0.0756 0.834 0.0904 0.0756 0
13.3816666666667 0 0.0756 0.834 0.0904 0.0756 0
13.3833333333333 0 0.0752 0.8344 0.0904 0.0752 0
13.385 0 0.0752 0.8344 0.0904 0.0752 0
13.3866666666667 0 0.0752 0.8344 0.0904 0.0752 0
13.3883333333333 0 0.0752 0.8344 0.0904 0.0752 0
13.39 0 0.0752 0.8344 0.0904 0.0752 0
13.3916666666667 0 0.0752 0.8344 0.0904 0.0752 0
13.3933333333333 0 0.0752 0.8344 0.0904 0.0752 0
13.395 0 0.0752 0.8344 0.0904 0.0752 0
13.3966666666667 0 0.0752 0.8344 0.0904 0.0752 0
13.3983333333333 0 0.0752 0.8344 0.0904 0.0752 0
13.4 0 0.0752 0.8344 0.0904 0.0752 0
13.4016666666667 0 0.0752 0.8344 0.0904 0.0752 0
13.4033333333333 0 0.0752 0.8344 0.0904 0.0752 0
13.405 0 0.0752 0.8344 0.0904 0.0752 0
13.4066666666667 0 0.0752 0.8344 0.0904 0.0752 0
13.4083333333333 0 0.0752 0.8344 0.0904 0.0752 0
13.41 0 0.0752 0.8344 0.0904 0.0752 0
13.4116666666667 0 0.0752 0.8344 0.0904 0.0752 0
13.4133333333333 0 0.0752 0.8344 0.0904 0.0752 0
13.415 0 0.0752 0.8344 0.0904 0.0752 0
13.4166666666667 0 0.0752 0.8344 0.0904 0.0752 0
13.4183333333333 0 0.0752 0.8344 0.0904 0.0752 0
13.42 0 0.0752 0.8344 0.0904 0.0752 0
13.4216666666667 0 0.0752 0.8344 0.0904 0.0752 0
13.4233333333333 0 0.0752 0.8344 0.0904 0.0752 0
13.425 0 0.075 0.8346 0.0904 0.075 0
13.4266666666667 0 0.075 0.8346 0.0904 0.075 0
13.4283333333333 0 0.075 0.8346 0.0904 0.075 0
13.43 0 0.075 0.8346 0.0904 0.075 0
13.4316666666667 0 0.0746 0.835 0.0904 0.0746 0
13.4333333333333 0 0.0746 0.835 0.0904 0.0746 0
13.435 0 0.0746 0.835 0.0904 0.0746 0
13.4366666666667 0 0.0746 0.835 0.0904 0.0746 0
13.4383333333333 0 0.0742 0.8354 0.0904 0.0742 0
13.44 0 0.0742 0.8354 0.0904 0.0742 0
13.4416666666667 0 0.0742 0.8354 0.0904 0.0742 0
13.4433333333333 0 0.0742 0.8354 0.0904 0.0742 0
13.445 0 0.074 0.8356 0.0904 0.074 0
13.4466666666667 0 0.074 0.8356 0.0904 0.074 0
13.4483333333333 0 0.074 0.8356 0.0904 0.074 0
13.45 0 0.074 0.8356 0.0904 0.074 0
13.4516666666667 0 0.0734 0.8362 0.0904 0.0734 0
13.4533333333333 0 0.0734 0.8362 0.0904 0.0734 0
13.455 0 0.0734 0.8362 0.0904 0.0734 0
13.4566666666667 0 0.0734 0.8362 0.0904 0.0734 0
13.4583333333333 0 0.0734 0.8362 0.0904 0.0734 0
13.46 0 0.0734 0.8362 0.0904 0.0734 0
13.4616666666667 0 0.0734 0.8362 0.0904 0.0734 0
13.4633333333333 0 0.0734 0.8362 0.0904 0.0734 0
13.465 0 0.0734 0.8362 0.0904 0.0734 0
13.4666666666667 0 0.0734 0.8362 0.0904 0.0734 0
13.4683333333333 0 0.0734 0.8362 0.0904 0.0734 0
13.47 0 0.0734 0.8362 0.0904 0.0734 0
13.4716666666667 0 0.0734 0.8362 0.0904 0.0734 0
13.4733333333333 0 0.0734 0.8362 0.0904 0.0734 0
13.475 0 0.0734 0.8362 0.0904 0.0734 0
13.4766666666667 0 0.0734 0.8362 0.0904 0.0734 0
13.4783333333333 0 0.0734 0.8362 0.0904 0.0734 0
13.48 0 0.0732 0.8364 0.0904 0.0732 0
13.4816666666667 0 0.0732 0.8364 0.0904 0.0732 0
13.4833333333333 0 0.0732 0.8364 0.0904 0.0732 0
13.485 0 0.0732 0.8364 0.0904 0.0732 0
13.4866666666667 0 0.0732 0.8364 0.0904 0.0732 0
13.4883333333333 0 0.0732 0.8364 0.0904 0.0732 0
13.49 0 0.0732 0.8364 0.0904 0.0732 0
13.4916666666667 0 0.0732 0.8364 0.0904 0.0732 0
13.4933333333333 0 0.0732 0.8364 0.0904 0.0732 0
13.495 0 0.0732 0.8364 0.0904 0.0732 0
13.4966666666667 0 0.0732 0.8364 0.0904 0.0732 0
13.4983333333333 0 0.0732 0.8364 0.0904 0.0732 0
13.5 0 0.073 0.8366 0.0904 0.073 0
13.5016666666667 0 0.073 0.8366 0.0904 0.073 0
13.5033333333333 0 0.073 0.8366 0.0904 0.073 0
13.505 0 0.073 0.8366 0.0904 0.073 0
13.5066666666667 0 0.073 0.8366 0.0904 0.073 0
13.5083333333333 0 0.073 0.8366 0.0904 0.073 0
13.51 0 0.073 0.8366 0.0904 0.073 0
13.5116666666667 0 0.073 0.8366 0.0904 0.073 0
13.5133333333333 0 0.073 0.8366 0.0904 0.073 0
13.515 0 0.073 0.8366 0.0904 0.073 0
13.5166666666667 0 0.073 0.8366 0.0904 0.073 0
13.5183333333333 0 0.073 0.8366 0.0904 0.073 0
13.52 0 0.073 0.8366 0.0904 0.073 0
13.5216666666667 0 0.0728 0.8368 0.0904 0.0728 0
13.5233333333333 0 0.0728 0.8368 0.0904 0.0728 0
13.525 0 0.0728 0.8368 0.0904 0.0728 0
13.5266666666667 0 0.0728 0.8368 0.0904 0.0728 0
13.5283333333333 0 0.0728 0.8368 0.0904 0.0728 0
13.53 0 0.0728 0.8368 0.0904 0.0728 0
13.5316666666667 0 0.0728 0.8368 0.0904 0.0728 0
13.5333333333333 0 0.0728 0.8368 0.0904 0.0728 0
13.535 0 0.0728 0.8368 0.0904 0.0728 0
13.5366666666667 0 0.0728 0.8368 0.0904 0.0728 0
13.5383333333333 0 0.0728 0.8368 0.0904 0.0728 0
13.54 0 0.0728 0.8368 0.0904 0.0728 0
13.5416666666667 0 0.0728 0.8368 0.0904 0.0728 0
13.5433333333333 0 0.0728 0.8368 0.0904 0.0728 0
13.545 0 0.0728 0.8368 0.0904 0.0728 0
13.5466666666667 0 0.0728 0.8368 0.0904 0.0728 0
13.5483333333333 0 0.0728 0.8368 0.0904 0.0728 0
13.55 0 0.0722 0.8374 0.0904 0.0722 0
13.5516666666667 0 0.0722 0.8374 0.0904 0.0722 0
13.5533333333333 0 0.0722 0.8374 0.0904 0.0722 0
13.555 0 0.0722 0.8374 0.0904 0.0722 0
13.5566666666667 0 0.072 0.8376 0.0904 0.072 0
13.5583333333333 0 0.072 0.8376 0.0904 0.072 0
13.56 0 0.072 0.8376 0.0904 0.072 0
13.5616666666667 0 0.072 0.8376 0.0904 0.072 0
13.5633333333333 0 0.072 0.8376 0.0904 0.072 0
13.565 0 0.072 0.8376 0.0904 0.072 0
13.5666666666667 0 0.072 0.8376 0.0904 0.072 0
13.5683333333333 0 0.072 0.8376 0.0904 0.072 0
13.57 0 0.072 0.8376 0.0904 0.072 0
13.5716666666667 0 0.072 0.8376 0.0904 0.072 0
13.5733333333333 0 0.072 0.8376 0.0904 0.072 0
13.575 0 0.072 0.8376 0.0904 0.072 0
13.5766666666667 0 0.072 0.8376 0.0904 0.072 0
13.5783333333333 0 0.072 0.8376 0.0904 0.072 0
13.58 0 0.072 0.8376 0.0904 0.072 0
13.5816666666667 0 0.072 0.8376 0.0904 0.072 0
13.5833333333333 0 0.0714 0.8382 0.0904 0.0714 0
13.585 0 0.0714 0.8382 0.0904 0.0714 0
13.5866666666667 0 0.0714 0.8382 0.0904 0.0714 0
13.5883333333333 0 0.0714 0.8382 0.0904 0.0714 0
13.59 0 0.0714 0.8382 0.0904 0.0714 0
13.5916666666667 0 0.0712 0.8384 0.0904 0.0712 0
13.5933333333333 0 0.0712 0.8384 0.0904 0.0712 0
13.595 0 0.0712 0.8384 0.0904 0.0712 0
13.5966666666667 0 0.0712 0.8384 0.0904 0.0712 0
13.5983333333333 0 0.0712 0.8384 0.0904 0.0712 0
13.6 0 0.071 0.8386 0.0904 0.071 0
13.6016666666667 0 0.071 0.8386 0.0904 0.071 0
13.6033333333333 0 0.071 0.8386 0.0904 0.071 0
13.605 0 0.071 0.8386 0.0904 0.071 0
13.6066666666667 0 0.071 0.8386 0.0904 0.071 0
13.6083333333333 0 0.071 0.8386 0.0904 0.071 0
13.61 0 0.071 0.8386 0.0904 0.071 0
13.6116666666667 0 0.0704 0.8392 0.0904 0.0704 0
13.6133333333333 0 0.0704 0.8392 0.0904 0.0704 0
13.615 0 0.0704 0.8392 0.0904 0.0704 0
13.6166666666667 0 0.0704 0.8392 0.0904 0.0704 0
13.6183333333333 0 0.0702 0.8394 0.0904 0.0702 0
13.62 0 0.0702 0.8394 0.0904 0.0702 0
13.6216666666667 0 0.0702 0.8394 0.0904 0.0702 0
13.6233333333333 0 0.0702 0.8394 0.0904 0.0702 0
13.625 0 0.0702 0.8394 0.0904 0.0702 0
13.6266666666667 0 0.0702 0.8394 0.0904 0.0702 0
13.6283333333333 0 0.0702 0.8394 0.0904 0.0702 0
13.63 0 0.0702 0.8394 0.0904 0.0702 0
13.6316666666667 0 0.0702 0.8394 0.0904 0.0702 0
13.6333333333333 0 0.0702 0.8394 0.0904 0.0702 0
13.635 0 0.0702 0.8394 0.0904 0.0702 0
13.6366666666667 0 0.07 0.8396 0.0904 0.07 0
13.6383333333333 0 0.07 0.8396 0.0904 0.07 0
13.64 0 0.0698 0.8398 0.0904 0.0698 0
13.6416666666667 0 0.0698 0.8398 0.0904 0.0698 0
13.6433333333333 0 0.0698 0.8398 0.0904 0.0698 0
13.645 0 0.0698 0.8398 0.0904 0.0698 0
13.6466666666667 0 0.0698 0.8398 0.0904 0.0698 0
13.6483333333333 0 0.0698 0.8398 0.0904 0.0698 0
13.65 0 0.0698 0.8398 0.0904 0.0698 0
13.6516666666667 0 0.0698 0.8398 0.0904 0.0698 0
13.6533333333333 0 0.0698 0.8398 0.0904 0.0698 0
13.655 0 0.0698 0.8398 0.0904 0.0698 0
13.6566666666667 0 0.0698 0.8398 0.0904 0.0698 0
13.6583333333333 0 0.0698 0.8398 0.0904 0.0698 0
13.66 0 0.0698 0.8398 0.0904 0.0698 0
13.6616666666667 0 0.0698 0.8398 0.0904 0.0698 0
13.6633333333333 0 0.0698 0.8398 0.0904 0.0698 0
13.665 0 0.0698 0.8398 0.0904 0.0698 0
13.6666666666667 0 0.0694 0.8402 0.0904 0.0694 0
13.6683333333333 0 0.0694 0.8402 0.0904 0.0694 0
13.67 0 0.0694 0.8402 0.0904 0.0694 0
13.6716666666667 0 0.0694 0.8402 0.0904 0.0694 0
13.6733333333333 0 0.0694 0.8402 0.0904 0.0694 0
13.675 0 0.069 0.8406 0.0904 0.069 0
13.6766666666667 0 0.069 0.8406 0.0904 0.069 0
13.6783333333333 0 0.0688 0.8408 0.0904 0.0688 0
