"id" "time" "surv"
1 0.72392756785208 0.999882104624214
2 1.89349112426036 0.992307692307692
3 2.94367237441953 0.984828690558604
4 4.92307692307693 0.982692307692308
5 5.30177514792899 0.976923076923077
6 6.43786982248521 0.975
7 7.38461538461539 0.973076923076923
8 8.40206124302803 0.968757629266955
9 9.27810650887574 0.963461538461538
10 10.603550295858 0.959615384615385
11 12.2835822162607 0.955187755214656
12 13.7218243625925 0.950896539197292
13 14.7701815897379 0.945858466803701
14 15.5266272189349 0.940384615384615
15 16.286400719907 0.935493705541231
16 17.0414201183432 0.928846153846154
17 18.1775147928994 0.925
18 19.5614340410721 0.92026446174581
19 20.8957068756208 0.917530110347766
20 22.2299797101695 0.912051608124061
21 23.5642525447183 0.911248988338299
22 24.898525379267 0.908673138793296
23 26.2327982138158 0.905701579028336
24 27.5670710483645 0.901169577075244
25 28.9013438829133 0.895923461277882
26 30.235616717462 0.8912488232117
27 31.5698895520107 0.886629093049466
28 32.9041623865595 0.8823920072037
29 34.2477658003708 0.876676033380591
30 35.572708055657 0.874440471651734
31 36.9069808902057 0.871864622106731
32 38.2412537247545 0.868355493741075
33 39.6260671969755 0.865000356380826
34 40.8258241804887 0.85867882818447
35 41.7831416128293 0.850112505978001
36 43.0931549412953 0.843782262393274
37 44.5114029892073 0.83546014335883
38 45.7617006103928 0.830669694963095
39 47.1799486583048 0.827738481559459
40 48.2840236686391 0.821153846153846
41 49.7645191140391 0.81870506048232
42 51.0987919485878 0.816442792621056
43 52.3290954713535 0.810304217840982
44 53.7673376176853 0.809092288629591
45 55.0712860696306 0.803472394664557
46 56.4358832867828 0.800935431737082
47 57.7701561213315 0.796269037633815
48 58.887573964497 0.790384615384615
49 60.0236686390533 0.784615384615384
50 60.5686634301578 0.776745911310115
51 61.8942721553913 0.771122773090133
52 63.0668149493886 0.760432478990137
53 64.4135285562875 0.748106968721967
54 65.3148625130526 0.741119725563771
55 66.6248758415186 0.739910196212205
56 67.8530133369555 0.731659544798219
57 69.16279340094 0.723372064766157
58 69.8116927769284 0.710013542471397
59 70.8789535153071 0.696934573078762
60 72.2045622405406 0.691489824439071
61 73.5388350750894 0.689989578734871
62 74.2666202575705 0.674684583808508
63 75.5237037545834 0.671382465573642
64 75.9289940828403 0.661538461538461
65 76.3076923076923 0.653846153846154
66 76.9082109199094 0.643966229914939
67 78.1481412308032 0.640579464772435
68 79.1479289940829 0.634615384615385
69 80.4733727810651 0.632692307692308
70 80.8908131684867 0.627649701479508
71 82.272257264863 0.62441507559872
72 83.5863138443428 0.622892275656354
73 83.8816568047337 0.609615384615384
74 86.1538461538462 0.607692307692308
75 86.4057038781853 0.595542156933491
76 89.0649189680202 0.593878192586944
77 90.1111101678368 0.592087963820613
78 90.4178529610941 0.558958180977687
79 96.1893491124261 0.557692307692308
